model,precision,batch_size,num_batches,mean_latency_ms,p50_latency_ms,p95_latency_ms,std_latency_ms,mean_power_mw,max_power_mw
CNN-LSTM,fp32,32,41,6.3688,6.3531,6.3869,0.0935,,
