model,precision,batch_size,num_batches,mean_latency_ms,p50_latency_ms,p95_latency_ms,std_latency_ms,mean_power_mw,max_power_mw
CNN-LSTM,int8,1,1300,4.453,4.4511,4.4807,0.0341,,
