model,precision,batch_size,num_batches,mean_latency_ms,p50_latency_ms,p95_latency_ms,std_latency_ms,mean_power_mw,max_power_mw
LSTM,fp32,1,1300,4.5844,4.5842,4.6213,0.0349,,
