model,precision,batch_size,num_batches,mean_latency_ms,p50_latency_ms,p95_latency_ms,std_latency_ms,mean_power_mw,max_power_mw
CNN-GRU,fp32,1,1300,4.6789,4.6764,4.6963,0.0277,,
